,0
ACN,0.02465310805799061
ADBE,0.013100820268429736
AKAM,0.012850159506952237
AMD,0.017150146950258426
APH,0.018001515600688304
ADI,0.022599514641416463
ANSS,0.024494758984898203
AAPL,0.01019069686000742
AMAT,0.011468329552782881
ANET,0.020768268268232644
ADSK,0.014693152483843473
AVGO,0.02161384825456692
CDNS,0.02152335160243359
CDW,0.025019397832924974
CSCO,0.010663864008475374
GLW,0.010264602237518555
DXC,0.017628772415160403
ENPH,0.00963889872370052
EPAM,0.021515471501544085
FFIV,0.02180851266314029
FICO,0.01575763241340567
FSLR,0.02355210811571037
FTNT,0.021381572964154997
IT,0.01881630815985876
GEN,0.015982452197488086
HPE,0.01146345798151053
HPQ,0.013958647493976815
IBM,0.020042976756344918
INTC,0.011128684523933247
INTU,0.0183135556877493
JNPR,0.010636073481243935
KEYS,0.009565266643159868
KLAC,0.013158993506442567
LRCX,0.012752381370720378
MCHP,0.025116275948653604
MU,0.010904782019389301
MSFT,0.010067398194084093
MPWR,0.022424196541619392
MSI,0.010706295267929036
NTAP,0.010692977000346434
NVDA,0.013069845256183975
NXPI,0.014689200702463828
ON,0.011965446680772663
ORCL,0.019587480430525016
PAYC,0.013461020246338662
PTC,0.012649280417048518
QRVO,0.010326628503648641
QCOM,0.01069392428486833
ROP,0.010377623297481403
CRM,0.011567633999657689
STX,0.017566433799003713
NOW,0.018257214871443987
SWKS,0.016434162230227187
SNPS,0.02175186767278309
TEL,0.025726193926298668
TDY,0.013157707459240336
TER,0.015055567111947178
TXN,0.01132455702082361
TRMB,0.023637693667042933
TYL,0.016363739720842978
VRSN,0.016108378819390107
WDC,0.009999232309182078
ZBRA,0.010159940890098794
